"value","market","date"
"4.49","","2006-06-23"
"4.45","","2006-06-22"
"4.42","","2006-06-21"
"4.4","","2006-06-20"
"4.3","","2006-06-19"
"4.29","","2006-06-16"
"4.29","","2006-06-15"
"4.25","","2006-06-14"
"4.22","","2006-06-13"
"4.26","","2006-06-12"
"4.28","","2006-06-09"
"4.2","","2006-06-08"
"4.2","","2006-06-07"
"4.18","","2006-06-06"
"4.19","","2006-06-05"
"4.19","","2006-06-02"
"4.26","","2006-06-01"
"4.31","","2006-05-31"
"4.23","","2006-05-30"
"4.19","","2006-05-29"
"4.18","","2006-05-26"
"4.17","","2006-05-25"
"4.19","","2006-05-24"
"4.18","","2006-05-23"
"4.2","","2006-05-19"
"4.16","","2006-05-18"
"4.22","","2006-05-17"
"4.21","","2006-05-16"
"4.24","","2006-05-15"
"4.27","","2006-05-12"
"4.28","","2006-05-11"
"4.3","","2006-05-10"
"4.29","","2006-05-09"
"4.3","","2006-05-08"
"4.31","","2006-05-05"
"4.32","","2006-05-04"
"4.33","","2006-05-03"
"4.33","","2006-05-02"
"4.36","","2006-05-01"
"4.3","","2006-04-28"
"4.34","","2006-04-27"
"4.38","","2006-04-26"
"4.35","","2006-04-25"
"4.26","","2006-04-24"
"4.27","","2006-04-21"
"4.3","","2006-04-20"
"4.27","","2006-04-19"
"4.23","","2006-04-18"
"4.26","","2006-04-17"
"4.31","","2006-04-13"
"4.28","","2006-04-12"
"4.27","","2006-04-11"
"4.3","","2006-04-10"
"4.3","","2006-04-07"
"4.23","","2006-04-06"
"4.22","","2006-04-05"
"4.22","","2006-04-04"
"4.2","","2006-04-03"
"4.15","","2006-03-31"
"4.17","","2006-03-30"
"4.13","","2006-03-29"
"4.11","","2006-03-28"
"4.08","","2006-03-27"
"4.05","","2006-03-24"
"4.12","","2006-03-23"
"4.1","","2006-03-22"
"4.1","","2006-03-21"
"4.04","","2006-03-20"
"4.03","","2006-03-17"
"4","","2006-03-16"
"4.08","","2006-03-15"
"4.08","","2006-03-14"
"4.14","","2006-03-13"
"4.13","","2006-03-10"
"4.1","","2006-03-09"
"4.07","","2006-03-08"
"4.11","","2006-03-07"
"4.16","","2006-03-06"
"4.13","","2006-03-03"
"4.09","","2006-03-02"
"4.08","","2006-03-01"
"4.06","","2006-02-28"
"4.09","","2006-02-27"
"4.09","","2006-02-24"
"4.07","","2006-02-23"
"4.02","","2006-02-22"
"4.05","","2006-02-21"
"4.02","","2006-02-20"
"4.03","","2006-02-17"
"4.08","","2006-02-16"
"4.11","","2006-02-15"
"4.11","","2006-02-14"
"4.1","","2006-02-13"
"4.12","","2006-02-10"
"4.11","","2006-02-09"
"4.11","","2006-02-08"
"4.11","","2006-02-07"
"4.12","","2006-02-06"
"4.07","","2006-02-03"
"4.07","","2006-02-02"
"4.06","","2006-02-01"
"4.04","","2006-01-31"
"4.04","","2006-01-30"
"4.03","","2006-01-27"
"4.01","","2006-01-26"
"3.98","","2006-01-25"
"3.92","","2006-01-24"
"3.93","","2006-01-23"
"3.9","","2006-01-20"
"3.89","","2006-01-19"
"3.84","","2006-01-18"
"3.84","","2006-01-17"
"3.88","","2006-01-16"
"3.88","","2006-01-13"
"3.92","","2006-01-12"
"3.93","","2006-01-11"
"3.9","","2006-01-10"
"3.86","","2006-01-09"
"3.85","","2006-01-06"
"3.81","","2006-01-05"
"3.81","","2006-01-04"
"3.89","","2006-01-03"
"3.92","","2005-12-30"
"3.89","","2005-12-29"
"3.87","","2005-12-28"
"3.91","","2005-12-23"
"3.91","","2005-12-22"
"3.92","","2005-12-21"
"3.91","","2005-12-20"
"3.89","","2005-12-19"
"3.9","","2005-12-16"
"3.95","","2005-12-15"
"3.95","","2005-12-14"
"3.98","","2005-12-13"
"3.99","","2005-12-12"
"3.95","","2005-12-09"
"3.89","","2005-12-08"
"3.91","","2005-12-07"
"3.9","","2005-12-06"
"3.95","","2005-12-05"
"3.92","","2005-12-02"
"3.89","","2005-12-01"
"3.89","","2005-11-30"
"3.86","","2005-11-29"
"3.81","","2005-11-28"
"3.83","","2005-11-25"
"3.81","","2005-11-24"
"3.82","","2005-11-23"
"3.83","","2005-11-22"
"3.91","","2005-11-21"
"3.91","","2005-11-18"
"3.88","","2005-11-17"
"3.88","","2005-11-16"
"3.94","","2005-11-15"
"3.97","","2005-11-14"
"3.92","","2005-11-10"
"3.93","","2005-11-09"
"3.89","","2005-11-08"
"3.92","","2005-11-07"
"3.94","","2005-11-04"
"3.91","","2005-11-03"
"3.9","","2005-11-02"
"3.9","","2005-11-01"
"3.89","","2005-10-31"
"3.87","","2005-10-28"
"3.85","","2005-10-27"
"3.86","","2005-10-26"
"3.82","","2005-10-25"
"3.74","","2005-10-24"
"3.72","","2005-10-21"
"3.74","","2005-10-20"
"3.78","","2005-10-19"
"3.75","","2005-10-18"
"3.73","","2005-10-17"
"3.7","","2005-10-14"
"3.7","","2005-10-13"
"3.69","","2005-10-12"
"3.66","","2005-10-11"
"3.61","","2005-10-07"
"3.58","","2005-10-06"
"3.59","","2005-10-05"
"3.6","","2005-10-04"
"3.64","","2005-10-03"
"3.62","","2005-09-30"
"3.61","","2005-09-29"
"3.58","","2005-09-28"
"3.58","","2005-09-27"
"3.58","","2005-09-26"
"3.54","","2005-09-23"
"3.47","","2005-09-22"
"3.47","","2005-09-21"
"3.5","","2005-09-20"
"3.47","","2005-09-19"
"3.52","","2005-09-16"
"3.46","","2005-09-15"
"3.45","","2005-09-14"
"3.42","","2005-09-13"
"3.44","","2005-09-12"
"3.41","","2005-09-09"
"3.42","","2005-09-08"
"3.43","","2005-09-07"
"3.37","","2005-09-06"
"3.29","","2005-09-02"
"3.27","","2005-09-01"
"3.35","","2005-08-31"
"3.42","","2005-08-30"
"3.44","","2005-08-29"
"3.33","","2005-08-26"
"3.32","","2005-08-25"
"3.35","","2005-08-24"
"3.4","","2005-08-23"
"3.41","","2005-08-22"
"3.38","","2005-08-19"
"3.38","","2005-08-18"
"3.42","","2005-08-17"
"3.38","","2005-08-16"
"3.45","","2005-08-15"
"3.42","","2005-08-12"
"3.46","","2005-08-11"
"3.51","","2005-08-10"
"3.48","","2005-08-09"
"3.5","","2005-08-08"
"3.47","","2005-08-05"
"3.39","","2005-08-04"
"3.39","","2005-08-03"
"3.4","","2005-08-02"
"3.34","","2005-07-29"
"3.33","","2005-07-28"
"3.37","","2005-07-27"
"3.32","","2005-07-26"
"3.28","","2005-07-25"
"3.3","","2005-07-22"
"3.41","","2005-07-21"
"3.38","","2005-07-20"
"3.37","","2005-07-19"
"3.4","","2005-07-18"
"3.38","","2005-07-15"
"3.38","","2005-07-14"
"3.4","","2005-07-13"
"3.42","","2005-07-12"
"3.34","","2005-07-11"
"3.33","","2005-07-08"
"3.31","","2005-07-07"
"3.32","","2005-07-06"
"3.33","","2005-07-05"
"3.28","","2005-07-04"
"3.16","","2005-06-30"
"3.2","","2005-06-29"
"3.18","","2005-06-28"
"3.13","","2005-06-27"
"3.13","","2005-06-24"
"3.15","","2005-06-23"
"3.16","","2005-06-22"
"3.24","","2005-06-21"
"3.27","","2005-06-20"
"3.29","","2005-06-17"
"3.29","","2005-06-16"
"3.33","","2005-06-15"
"3.33","","2005-06-14"
"3.29","","2005-06-13"
"3.29","","2005-06-10"
"3.2","","2005-06-09"
"3.2","","2005-06-08"
"3.16","","2005-06-07"
"3.23","","2005-06-06"
"3.27","","2005-06-03"
"3.2","","2005-06-02"
"3.19","","2005-06-01"
"3.33","","2005-05-31"
"3.39","","2005-05-30"
"3.39","","2005-05-27"
"3.43","","2005-05-26"
"3.44","","2005-05-25"
"3.45","","2005-05-24"
"3.52","","2005-05-20"
"3.51","","2005-05-19"
"3.45","","2005-05-18"
"3.45","","2005-05-17"
"3.46","","2005-05-16"
"3.44","","2005-05-13"
"3.5","","2005-05-12"
"3.54","","2005-05-11"
"3.58","","2005-05-10"
"3.65","","2005-05-09"
"3.65","","2005-05-06"
"3.52","","2005-05-05"
"3.53","","2005-05-04"
"3.53","","2005-05-03"
"3.53","","2005-05-02"
"3.54","","2005-04-29"
"3.49","","2005-04-28"
"3.54","","2005-04-27"
"3.55","","2005-04-26"
"3.56","","2005-04-25"
"3.54","","2005-04-22"
"3.54","","2005-04-21"
"3.47","","2005-04-20"
"3.49","","2005-04-19"
"3.53","","2005-04-18"
"3.5","","2005-04-15"
"3.54","","2005-04-14"
"3.59","","2005-04-13"
"3.58","","2005-04-12"
"3.61","","2005-04-11"
"3.65","","2005-04-08"
"3.72","","2005-04-07"
"3.7","","2005-04-06"
"3.74","","2005-04-05"
"3.7","","2005-04-04"
"3.71","","2005-04-01"
"3.74","","2005-03-31"
"3.83","","2005-03-30"
"3.86","","2005-03-29"
"3.91","","2005-03-28"
"3.87","","2005-03-24"
"3.88","","2005-03-23"
"3.89","","2005-03-22"
"3.8","","2005-03-21"
"3.75","","2005-03-18"
"3.74","","2005-03-17"
"3.78","","2005-03-16"
"3.81","","2005-03-15"
"3.76","","2005-03-14"
"3.78","","2005-03-11"
"3.7","","2005-03-10"
"3.68","","2005-03-09"
"3.6","","2005-03-08"
"3.6","","2005-03-07"
"3.6","","2005-03-04"
"3.64","","2005-03-03"
"3.64","","2005-03-02"
"3.63","","2005-03-01"
"3.63","","2005-02-28"
"3.6","","2005-02-25"
"3.66","","2005-02-24"
"3.63","","2005-02-23"
"3.55","","2005-02-22"
"3.6","","2005-02-21"
"3.61","","2005-02-18"
"3.57","","2005-02-17"
"3.57","","2005-02-16"
"3.55","","2005-02-15"
"3.54","","2005-02-14"
"3.56","","2005-02-11"
"3.55","","2005-02-10"
"3.5","","2005-02-09"
"3.53","","2005-02-08"
"3.53","","2005-02-07"
"3.53","","2005-02-04"
"3.63","","2005-02-03"
"3.59","","2005-02-02"
"3.58","","2005-02-01"
"3.57","","2005-01-31"
"3.55","","2005-01-28"
"3.58","","2005-01-27"
"3.52","","2005-01-26"
"3.55","","2005-01-25"
"3.58","","2005-01-24"
"3.58","","2005-01-21"
"3.58","","2005-01-20"
"3.55","","2005-01-19"
"3.58","","2005-01-18"
"3.62","","2005-01-17"
"3.62","","2005-01-14"
"3.6","","2005-01-13"
"3.69","","2005-01-12"
"3.72","","2005-01-11"
"3.76","","2005-01-10"
"3.76","","2005-01-07"
"3.68","","2005-01-06"
"3.7","","2005-01-05"
"3.72","","2005-01-04"
"3.66","","2004-12-31"
"3.69","","2004-12-30"
"3.74","","2004-12-29"
"3.67","","2004-12-24"
"3.65","","2004-12-23"
"3.71","","2004-12-22"
"3.67","","2004-12-21"
"3.66","","2004-12-20"
"3.66","","2004-12-17"
"3.61","","2004-12-16"
"3.54","","2004-12-15"
"3.57","","2004-12-14"
"3.62","","2004-12-13"
"3.63","","2004-12-10"
"3.63","","2004-12-09"
"3.55","","2004-12-08"
"3.57","","2004-12-07"
"3.62","","2004-12-06"
"3.61","","2004-12-03"
"3.78","","2004-12-02"
"3.74","","2004-12-01"
"3.76","","2004-11-30"
"3.82","","2004-11-29"
"3.76","","2004-11-26"
"3.75","","2004-11-25"
"3.85","","2004-11-24"
"3.9","","2004-11-23"
"3.94","","2004-11-22"
"3.92","","2004-11-19"
"3.9","","2004-11-18"
"3.87","","2004-11-17"
"3.96","","2004-11-16"
"3.93","","2004-11-15"
"3.92","","2004-11-12"
"3.98","","2004-11-10"
"4.02","","2004-11-09"
"4","","2004-11-08"
"4","","2004-11-05"
"3.9","","2004-11-04"
"3.9","","2004-11-03"
"3.92","","2004-11-02"
"3.93","","2004-11-01"
"3.91","","2004-10-29"
"3.92","","2004-10-28"
"3.94","","2004-10-27"
"3.87","","2004-10-26"
"3.84","","2004-10-25"
"3.85","","2004-10-22"
"3.89","","2004-10-21"
"3.85","","2004-10-20"
"3.9","","2004-10-19"
"3.92","","2004-10-18"
"3.94","","2004-10-15"
"3.91","","2004-10-14"
"3.96","","2004-10-13"
"3.99","","2004-10-12"
"4.04","","2004-10-08"
"4.11","","2004-10-07"
"4.09","","2004-10-06"
"4.05","","2004-10-05"
"4.07","","2004-10-04"
"4.07","","2004-10-01"
"4.04","","2004-09-30"
"4","","2004-09-29"
"3.95","","2004-09-28"
"3.97","","2004-09-27"
"3.99","","2004-09-24"
"3.99","","2004-09-23"
"3.95","","2004-09-22"
"3.96","","2004-09-21"
"3.93","","2004-09-20"
"3.96","","2004-09-17"
"3.96","","2004-09-16"
"4.04","","2004-09-15"
"4.03","","2004-09-14"
"4.02","","2004-09-13"
"4.06","","2004-09-10"
"4.09","","2004-09-09"
"4.09","","2004-09-08"
"4.12","","2004-09-07"
"4.11","","2004-09-03"
"4.03","","2004-09-02"
"3.98","","2004-09-01"
"3.98","","2004-08-31"
"3.78","","2004-08-30"
"3.81","","2004-08-27"
"3.81","","2004-08-26"
"3.83","","2004-08-25"
"3.85","","2004-08-24"
"3.8","","2004-08-23"
"3.76","","2004-08-20"
"3.76","","2004-08-19"
"3.82","","2004-08-18"
"3.78","","2004-08-17"
"3.84","","2004-08-16"
"3.79","","2004-08-13"
"3.77","","2004-08-12"
"3.8","","2004-08-11"
"3.86","","2004-08-10"
"3.77","","2004-08-09"
"3.71","","2004-08-06"
"3.91","","2004-08-05"
"3.93","","2004-08-04"
"3.92","","2004-08-03"
"4","","2004-07-30"
"4.06","","2004-07-29"
"4.07","","2004-07-28"
"4.09","","2004-07-27"
"4","","2004-07-26"
"3.97","","2004-07-23"
"4","","2004-07-22"
"4.01","","2004-07-21"
"3.98","","2004-07-20"
"3.93","","2004-07-19"
"3.92","","2004-07-16"
"4.02","","2004-07-15"
"4","","2004-07-14"
"3.98","","2004-07-13"
"3.95","","2004-07-12"
"3.93","","2004-07-09"
"3.93","","2004-07-08"
"3.96","","2004-07-07"
"3.96","","2004-07-06"
"3.96","","2004-07-05"
"3.96","","2004-07-02"
"4.07","","2004-06-30"
"4.17","","2004-06-29"
"4.19","","2004-06-28"
"4.12","","2004-06-25"
"4.15","","2004-06-24"
"4.19","","2004-06-23"
"4.23","","2004-06-22"
"4.23","","2004-06-21"
"4.27","","2004-06-18"
"4.23","","2004-06-17"
"4.25","","2004-06-16"
"4.2","","2004-06-15"
"4.32","","2004-06-14"
"4.27","","2004-06-11"
"4.2","","2004-06-10"
"4.17","","2004-06-09"
"4.16","","2004-06-08"
"4.19","","2004-06-07"
"4.18","","2004-06-04"
"4.04","","2004-06-03"
"4.05","","2004-06-02"
"4","","2004-06-01"
"3.97","","2004-05-31"
"3.95","","2004-05-28"
"3.91","","2004-05-27"
"3.96","","2004-05-26"
"4.06","","2004-05-25"
"4.01","","2004-05-21"
"3.99","","2004-05-20"
"4.04","","2004-05-19"
"4.01","","2004-05-18"
"3.95","","2004-05-17"
"4","","2004-05-14"
"4.01","","2004-05-13"
"3.95","","2004-05-12"
"3.89","","2004-05-11"
"3.91","","2004-05-10"
"3.92","","2004-05-07"
"3.69","","2004-05-06"
"3.68","","2004-05-05"
"3.67","","2004-05-04"
"3.65","","2004-05-03"
"3.68","","2004-04-30"
"3.81","","2004-04-29"
"3.81","","2004-04-28"
"3.76","","2004-04-27"
"3.78","","2004-04-26"
"3.79","","2004-04-23"
"3.74","","2004-04-22"
"3.8","","2004-04-21"
"3.84","","2004-04-20"
"3.76","","2004-04-19"
"3.71","","2004-04-16"
"3.78","","2004-04-15"
"3.77","","2004-04-14"
"3.71","","2004-04-13"
"3.58","","2004-04-12"
"3.54","","2004-04-08"
"3.56","","2004-04-07"
"3.59","","2004-04-06"
"3.61","","2004-04-05"
"3.59","","2004-04-02"
"3.38","","2004-04-01"
"3.35","","2004-03-31"
"3.38","","2004-03-30"
"3.38","","2004-03-29"
"3.33","","2004-03-26"
"3.23","","2004-03-25"
"3.22","","2004-03-24"
"3.23","","2004-03-23"
"3.22","","2004-03-22"
"3.27","","2004-03-19"
"3.25","","2004-03-18"
"3.22","","2004-03-17"
"3.24","","2004-03-16"
"3.27","","2004-03-15"
"3.29","","2004-03-12"
"3.29","","2004-03-11"
"3.31","","2004-03-10"
"3.31","","2004-03-09"
"3.31","","2004-03-08"
"3.36","","2004-03-05"
"3.49","","2004-03-04"
"3.48","","2004-03-03"
"3.45","","2004-03-02"
"3.4","","2004-03-01"
"3.42","","2004-02-27"
"3.46","","2004-02-26"
"3.47","","2004-02-25"
"3.48","","2004-02-24"
"3.51","","2004-02-23"
"3.56","","2004-02-20"
"3.52","","2004-02-19"
"3.53","","2004-02-18"
"3.51","","2004-02-17"
"3.48","","2004-02-16"
"3.48","","2004-02-13"
"3.49","","2004-02-12"
"3.48","","2004-02-11"
"3.54","","2004-02-10"
"3.51","","2004-02-09"
"3.55","","2004-02-06"
"3.66","","2004-02-05"
"3.65","","2004-02-04"
"3.62","","2004-02-03"
"3.64","","2004-02-02"
"3.63","","2004-01-30"
"3.72","","2004-01-29"
"3.71","","2004-01-28"
"3.56","","2004-01-27"
"3.63","","2004-01-26"
"3.62","","2004-01-23"
"3.52","","2004-01-22"
"3.61","","2004-01-21"
"3.69","","2004-01-20"
"3.78","","2004-01-19"
"3.78","","2004-01-16"
"3.75","","2004-01-15"
"3.76","","2004-01-14"
"3.76","","2004-01-13"
"3.8","","2004-01-12"
"3.8","","2004-01-09"
"3.93","","2004-01-08"
"3.91","","2004-01-07"
"3.92","","2004-01-06"
"3.98","","2004-01-05"
"4","","2004-01-02"
"3.91","","2003-12-31"
"3.9","","2003-12-30"
"3.87","","2003-12-29"
"3.88","","2003-12-24"
"3.94","","2003-12-23"
"3.92","","2003-12-22"
"3.92","","2003-12-19"
"3.89","","2003-12-18"
"3.93","","2003-12-17"
"3.96","","2003-12-16"
"3.98","","2003-12-15"
"3.99","","2003-12-12"
"4.02","","2003-12-11"
"4.08","","2003-12-10"
"4.12","","2003-12-09"
"4.07","","2003-12-08"
"4.06","","2003-12-05"
"4.14","","2003-12-04"
"4.11","","2003-12-03"
"4.09","","2003-12-02"
"4.12","","2003-12-01"
"4.11","","2003-11-28"
"4.09","","2003-11-27"
"4.07","","2003-11-26"
"4.04","","2003-11-25"
"4.05","","2003-11-24"
"3.97","","2003-11-21"
"4.04","","2003-11-20"
"4.1","","2003-11-19"
"4.05","","2003-11-18"
"4.1","","2003-11-17"
"4.09","","2003-11-14"
"4.13","","2003-11-13"
"4.26","","2003-11-12"
"4.28","","2003-11-10"
"4.28","","2003-11-07"
"4.21","","2003-11-06"
"4.16","","2003-11-05"
"4.1","","2003-11-04"
"4.13","","2003-11-03"
"4.07","","2003-10-31"
"4.13","","2003-10-30"
"4.07","","2003-10-29"
"4.01","","2003-10-28"
"4.05","","2003-10-27"
"4.01","","2003-10-24"
"4.07","","2003-10-23"
"4.03","","2003-10-22"
"4.12","","2003-10-21"
"4.14","","2003-10-20"
"4.17","","2003-10-17"
"4.25","","2003-10-16"
"4.18","","2003-10-15"
"4.11","","2003-10-14"
"4.03","","2003-10-10"
"4.03","","2003-10-09"
"3.96","","2003-10-08"
"3.97","","2003-10-07"
"3.92","","2003-10-06"
"3.97","","2003-10-03"
"3.81","","2003-10-02"
"3.76","","2003-10-01"
"3.76","","2003-09-30"
"3.86","","2003-09-29"
"3.79","","2003-09-26"
"3.83","","2003-09-25"
"3.86","","2003-09-24"
"3.89","","2003-09-23"
"3.92","","2003-09-22"
"4.01","","2003-09-19"
"4.02","","2003-09-18"
"4.02","","2003-09-17"
"4.05","","2003-09-16"
"4.03","","2003-09-15"
"4.04","","2003-09-12"
"4.09","","2003-09-11"
"4.02","","2003-09-10"
"4.06","","2003-09-09"
"4.08","","2003-09-08"
"4.07","","2003-09-05"
"4.2","","2003-09-04"
"4.27","","2003-09-03"
"3.94","","2003-09-02"
"3.89","","2003-08-29"
"3.91","","2003-08-28"
"3.97","","2003-08-27"
"3.89","","2003-08-26"
"3.91","","2003-08-25"
"3.87","","2003-08-22"
"3.88","","2003-08-21"
"3.8","","2003-08-20"
"3.77","","2003-08-19"
"3.89","","2003-08-18"
"3.94","","2003-08-15"
"3.99","","2003-08-14"
"3.99","","2003-08-13"
"3.91","","2003-08-12"
"3.91","","2003-08-11"
"3.82","","2003-08-08"
"3.86","","2003-08-07"
"3.9","","2003-08-06"
"3.95","","2003-08-05"
"3.85","","2003-08-01"
"3.84","","2003-07-31"
"3.76","","2003-07-30"
"3.77","","2003-07-29"
"3.71","","2003-07-28"
"3.66","","2003-07-25"
"3.64","","2003-07-24"
"3.63","","2003-07-23"
"3.7","","2003-07-22"
"3.82","","2003-07-21"
"3.71","","2003-07-18"
"3.7","","2003-07-17"
"3.8","","2003-07-16"
"3.89","","2003-07-15"
"3.87","","2003-07-14"
"3.83","","2003-07-11"
"3.76","","2003-07-10"
"3.77","","2003-07-09"
"3.79","","2003-07-08"
"3.81","","2003-07-07"
"3.66","","2003-07-04"
"3.68","","2003-07-03"
"3.62","","2003-07-02"
"3.6","","2003-06-30"
"3.67","","2003-06-27"
"3.67","","2003-06-26"
"3.55","","2003-06-25"
"3.41","","2003-06-24"
"3.41","","2003-06-23"
"3.49","","2003-06-20"
"3.41","","2003-06-19"
"3.36","","2003-06-18"
"3.4","","2003-06-17"
"3.31","","2003-06-16"
"3.22","","2003-06-13"
"3.31","","2003-06-12"
"3.39","","2003-06-11"
"3.34","","2003-06-10"
"3.42","","2003-06-09"
"3.49","","2003-06-06"
"3.58","","2003-06-05"
"3.58","","2003-06-04"
"3.58","","2003-06-03"
"3.71","","2003-06-02"
"3.66","","2003-05-30"
"3.62","","2003-05-29"
"3.72","","2003-05-28"
"3.68","","2003-05-27"
"3.64","","2003-05-26"
"3.69","","2003-05-23"
"3.72","","2003-05-22"
"3.85","","2003-05-21"
"3.84","","2003-05-20"
"3.97","","2003-05-16"
"4.02","","2003-05-15"
"4.02","","2003-05-14"
"4.05","","2003-05-13"
"4.09","","2003-05-12"
"4.08","","2003-05-09"
"4.1","","2003-05-08"
"4.09","","2003-05-07"
"4.16","","2003-05-06"
"4.23","","2003-05-05"
"4.24","","2003-05-02"
"4.18","","2003-05-01"
"4.18","","2003-04-30"
"4.21","","2003-04-29"
"4.2","","2003-04-28"
"4.2","","2003-04-25"
"4.24","","2003-04-24"
"4.32","","2003-04-23"
"4.3","","2003-04-22"
"4.29","","2003-04-21"
"4.37","","2003-04-17"
"4.37","","2003-04-16"
"4.4","","2003-04-15"
"4.47","","2003-04-14"
"4.44","","2003-04-11"
"4.42","","2003-04-10"
"4.4","","2003-04-09"
"4.43","","2003-04-08"
"4.47","","2003-04-07"
"4.44","","2003-04-04"
"4.43","","2003-04-03"
"4.48","","2003-04-02"
"4.45","","2003-04-01"
"4.4","","2003-03-31"
"4.44","","2003-03-28"
"4.46","","2003-03-27"
"4.47","","2003-03-26"
"4.48","","2003-03-25"
"4.46","","2003-03-24"
"4.55","","2003-03-21"
"4.46","","2003-03-20"
"4.45","","2003-03-19"
"4.37","","2003-03-18"
"4.33","","2003-03-17"
"4.25","","2003-03-14"
"4.28","","2003-03-13"
"4.15","","2003-03-12"
"4.09","","2003-03-11"
"4.08","","2003-03-10"
"4.15","","2003-03-07"
"4.17","","2003-03-06"
"4.18","","2003-03-05"
"4.24","","2003-03-04"
"4.18","","2003-03-03"
"4.21","","2003-02-28"
"4.22","","2003-02-27"
"4.18","","2003-02-26"
"4.22","","2003-02-25"
"4.24","","2003-02-24"
"4.31","","2003-02-21"
"4.27","","2003-02-20"
"4.27","","2003-02-19"
"4.27","","2003-02-18"
"4.27","","2003-02-17"
"4.24","","2003-02-14"
"4.19","","2003-02-13"
"4.23","","2003-02-12"
"4.29","","2003-02-11"
"4.32","","2003-02-10"
"4.28","","2003-02-07"
"4.3","","2003-02-06"
"4.35","","2003-02-05"
"4.31","","2003-02-04"
"4.32","","2003-02-03"
"4.3","","2003-01-31"
"4.3","","2003-01-30"
"4.27","","2003-01-29"
"4.19","","2003-01-28"
"4.16","","2003-01-27"
"4.14","","2003-01-24"
"4.13","","2003-01-23"
"4.12","","2003-01-22"
"4.09","","2003-01-21"
"4.09","","2003-01-20"
"4.11","","2003-01-17"
"4.15","","2003-01-16"
"4.16","","2003-01-15"
"4.12","","2003-01-14"
"4.13","","2003-01-13"
"4.12","","2003-01-10"
"4.11","","2003-01-09"
"4.06","","2003-01-08"
"4.08","","2003-01-07"
"4.15","","2003-01-06"
"4.12","","2003-01-03"
"4.1","","2003-01-02"
"3.96","","2002-12-31"
"3.96","","2002-12-30"
"3.96","","2002-12-27"
"4.06","","2002-12-24"
"4.1","","2002-12-23"
"4.09","","2002-12-20"
"4.07","","2002-12-19"
"4.14","","2002-12-18"
"4.19","","2002-12-17"
"4.24","","2002-12-16"
"4.2","","2002-12-13"
"4.21","","2002-12-12"
"4.2","","2002-12-11"
"4.22","","2002-12-10"
"4.2","","2002-12-09"
"4.25","","2002-12-06"
"4.27","","2002-12-05"
"4.27","","2002-12-04"
"4.33","","2002-12-03"
"4.38","","2002-12-02"
"4.34","","2002-11-29"
"4.37","","2002-11-28"
"4.39","","2002-11-27"
"4.25","","2002-11-26"
"4.33","","2002-11-25"
"4.34","","2002-11-22"
"4.33","","2002-11-21"
"4.26","","2002-11-20"
"4.23","","2002-11-19"
"4.26","","2002-11-18"
"4.29","","2002-11-15"
"4.32","","2002-11-14"
"4.19","","2002-11-13"
"4.2","","2002-11-12"
"4.21","","2002-11-08"
"4.19","","2002-11-07"
"4.27","","2002-11-06"
"4.28","","2002-11-05"
"4.23","","2002-11-04"
"4.2","","2002-11-01"
"4.2","","2002-10-31"
"4.34","","2002-10-30"
"4.37","","2002-10-29"
"4.46","","2002-10-28"
"4.46","","2002-10-25"
"4.49","","2002-10-24"
"4.53","","2002-10-23"
"4.57","","2002-10-22"
"4.6","","2002-10-21"
"4.49","","2002-10-18"
"4.53","","2002-10-17"
"4.47","","2002-10-16"
"4.45","","2002-10-15"
"4.29","","2002-10-11"
"4.22","","2002-10-10"
"4.21","","2002-10-09"
"4.26","","2002-10-08"
"4.23","","2002-10-07"
"4.28","","2002-10-04"
"4.22","","2002-10-03"
"4.2","","2002-10-02"
"4.24","","2002-10-01"
"4.14","","2002-09-30"
"4.16","","2002-09-27"
"4.22","","2002-09-26"
"4.2","","2002-09-25"
"4.11","","2002-09-24"
"4.08","","2002-09-23"
"4.14","","2002-09-20"
"4.12","","2002-09-19"
"4.19","","2002-09-18"
"4.14","","2002-09-17"
"4.24","","2002-09-16"
"4.17","","2002-09-13"
"4.19","","2002-09-12"
"4.25","","2002-09-11"
"4.2","","2002-09-10"
"4.23","","2002-09-09"
"4.2","","2002-09-06"
"4.09","","2002-09-05"
"4.18","","2002-09-04"
"4.21","","2002-09-03"
"4.43","","2002-08-30"
"4.45","","2002-08-29"
"4.49","","2002-08-28"
"4.53","","2002-08-27"
"4.46","","2002-08-26"
"4.51","","2002-08-23"
"4.58","","2002-08-22"
"4.45","","2002-08-21"
"4.4","","2002-08-20"
"4.27","","2002-08-19"
"4.28","","2002-08-16"
"4.19","","2002-08-15"
"4.14","","2002-08-14"
"3.98","","2002-08-13"
"4.08","","2002-08-12"
"4.09","","2002-08-09"
"4.09","","2002-08-08"
"4.06","","2002-08-07"
"4.11","","2002-08-06"
"4.06","","2002-08-02"
"4.16","","2002-08-01"
"4.3","","2002-07-31"
"4.4","","2002-07-30"
"4.39","","2002-07-29"
"4.19","","2002-07-26"
"4.21","","2002-07-25"
"4.33","","2002-07-24"
"4.19","","2002-07-23"
"4.3","","2002-07-22"
"4.4","","2002-07-19"
"4.48","","2002-07-18"
"4.54","","2002-07-17"
"4.53","","2002-07-16"
"4.51","","2002-07-15"
"4.52","","2002-07-12"
"4.62","","2002-07-11"
"4.62","","2002-07-10"
"4.73","","2002-07-09"
"4.77","","2002-07-08"
"4.79","","2002-07-05"
"4.67","","2002-07-04"
"4.65","","2002-07-03"
"4.65","","2002-07-02"
"4.74","","2002-06-28"
